frontal,vertical,lateral,rssi,phase,frequency,X_id_1,X_id_2,X_id_3,Y
0.56517,0.39961,-0.67506,-51.5,0.14726,922.25,0.0,1.0,0.0,2
0.56517,0.39961,-0.67506,-61.0,6.1144,923.25,0.0,0.0,1.0,2
0.87003,0.02067,-0.68646,-64.5,0.37276,925.25,0.0,0.0,1.0,2
0.72932,0.078086,-0.72067,-59.5,6.0715,920.25,0.0,0.0,1.0,2
1.1749,-0.059712,-0.48121,-65.5,0.14266,924.25,0.0,0.0,1.0,2
1.1749,-0.059712,-0.48121,-66.5,0.18868,924.75,0.0,0.0,1.0,2
1.1749,-0.059712,-0.48121,-51.5,2.37,922.75,0.0,1.0,0.0,2
0.77622,0.23885,-0.64085,-61.5,1.9175,923.75,0.0,0.0,1.0,2
0.77622,0.23885,-0.64085,-51.5,4.0267,921.25,0.0,1.0,0.0,2
1.0928,0.14698,-0.50401,-61.5,5.461,920.75,0.0,0.0,1.0,2
1.0928,0.14698,-0.50401,-59.5,5.7171,923.25,0.0,1.0,0.0,2
1.1983,0.1355,-0.11631,-61.5,5.1266,920.25,0.0,0.0,1.0,2
1.1983,0.1355,-0.11631,-61.5,5.2508,922.75,0.0,0.0,1.0,2
1.1983,0.1355,-0.11631,-59.5,5.5285,924.75,0.0,1.0,0.0,2
1.1983,0.1355,-0.11631,-60.5,1.9788,922.75,0.0,0.0,1.0,2
0.60034,0.84746,-0.21894,-59.0,0.18561,920.75,0.0,0.0,1.0,0
0.60034,0.84746,-0.21894,-59.0,5.803,922.25,0.0,0.0,1.0,0
0.67069,0.79004,-0.32157,-61.5,1.4788,925.25,0.0,0.0,1.0,0
0.67069,0.79004,-0.32157,-51.0,2.4053,920.25,0.0,1.0,0.0,0
0.49481,0.87042,-0.4698,-60.0,0.95414,924.25,0.0,0.0,1.0,0
0.44791,0.90487,-0.25315,-62.0,1.3591,921.25,0.0,0.0,1.0,0
0.28376,0.93932,-0.35577,-68.0,2.6937,923.25,0.0,0.0,1.0,0
0.41273,0.93932,-0.093505,-66.0,5.7018,923.75,0.0,1.0,0.0,0
0.41273,0.93932,-0.093505,-61.5,0.76852,921.25,0.0,1.0,0.0,0
0.1196,0.98526,-0.16192,-61.5,5.1941,925.25,0.0,1.0,0.0,0
0.1196,0.98526,-0.16192,-64.0,6.2786,924.25,0.0,1.0,0.0,0
0.1196,0.98526,-0.16192,-62.0,0.77159,922.75,0.0,0.0,1.0,0
0.31893,0.96229,-0.013684,-58.5,5.4303,921.25,0.0,1.0,0.0,0
0.31893,0.96229,-0.013684,-61.5,1.1305,920.75,0.0,0.0,1.0,0
0.31893,0.96229,-0.013684,-67.5,2.0663,925.25,0.0,1.0,0.0,0
0.35411,0.98526,-0.047893,-59.5,4.921,924.75,0.0,0.0,1.0,3
0.20168,0.87042,0.054735,-68.0,4.7385,921.25,0.0,1.0,0.0,3
0.20168,0.87042,0.054735,-67.0,4.7615,921.75,0.0,0.0,1.0,3
0.2603,1.0542,-0.059296,-53.0,5.28,924.75,1.0,0.0,0.0,3
0.2603,1.0542,-0.059296,-53.5,1.1505,922.75,1.0,0.0,0.0,3
0.33066,0.99674,-0.03649,-53.0,5.0499,921.75,1.0,0.0,0.0,3
0.33066,0.99674,-0.03649,-53.0,5.0913,922.25,1.0,0.0,0.0,3
0.35411,0.91636,-0.013684,-53.5,5.4702,923.25,1.0,0.0,0.0,3
0.072698,1.0427,-0.18473,-54.0,3.7245,921.25,1.0,0.0,0.0,3
0.13132,0.98526,-0.10491,-51.5,3.4699,920.75,1.0,0.0,0.0,3
-0.0093803,1.0197,-0.13912,-51.5,1.5846,921.75,1.0,0.0,0.0,3
0.14305,1.0082,0.0091224,-51.5,6.2786,920.25,0.0,1.0,0.0,3
-0.11491,1.0427,-0.28736,-71.0,4.3044,920.25,0.0,0.0,1.0,3
-0.11491,1.0427,-0.28736,-59.0,5.2125,922.75,0.0,1.0,0.0,3
-0.11491,1.0427,-0.28736,-70.5,5.6757,920.75,1.0,0.0,0.0,3
-0.26734,0.91636,0.12315,-58.5,5.7724,920.75,0.0,1.0,0.0,0
-0.032831,0.89339,0.066138,-63.0,5.6067,924.75,0.0,1.0,0.0,0
0.10787,1.0312,-0.12771,-62.0,6.1635,921.75,0.0,0.0,1.0,0
0.28376,0.95081,-0.33297,-60.0,1.6659,923.25,0.0,0.0,1.0,0
0.28376,0.95081,-0.33297,-50.0,2.6078,920.25,0.0,1.0,0.0,0
0.49481,0.76708,-0.48121,-59.0,5.7724,924.25,0.0,0.0,1.0,0
0.58862,0.43406,-0.77769,-48.5,5.1388,921.25,0.0,1.0,0.0,0
0.58862,0.43406,-0.77769,-48.5,5.1327,921.25,0.0,1.0,0.0,0
0.45964,0.51445,-0.86891,-48.0,0.30986,922.25,0.0,1.0,0.0,0
0.49481,0.44555,-0.8119,-49.5,2.2273,923.25,0.0,1.0,0.0,0
0.7645,0.37665,-0.70927,-49.5,1.8715,923.25,0.0,1.0,0.0,0
0.83485,0.25033,-0.60664,-52.0,0.92039,925.25,0.0,1.0,0.0,2
0.83485,0.25033,-0.60664,-45.0,0.18868,920.25,0.0,1.0,0.0,2
0.34238,0.26182,-1.0514,-69.0,1.9175,922.75,0.0,0.0,1.0,2
0.24858,1.0197,-0.23034,-61.5,5.8475,920.75,0.0,0.0,1.0,0
0.24858,1.0197,-0.23034,-64.0,5.3797,921.75,0.0,0.0,1.0,0
0.33066,1.0197,-0.10491,-60.0,0.36049,923.75,0.0,1.0,0.0,0
0.62379,0.85894,-0.013684,-69.0,5.4211,920.75,1.0,0.0,0.0,0
0.40101,0.97377,-0.13912,-66.0,5.3843,922.25,0.0,0.0,1.0,0
0.40101,0.97377,-0.13912,-63.5,2.0555,920.25,0.0,1.0,0.0,0
0.20168,1.0197,-0.082102,-65.5,1.9681,920.75,0.0,1.0,0.0,0
0.20168,1.0197,-0.082102,-67.5,0.30219,923.25,0.0,1.0,0.0,0
0.20168,1.0197,-0.082102,-62.0,1.3208,924.25,0.0,1.0,0.0,0
0.29548,1.0427,-0.0022806,-59.0,4.0543,920.75,0.0,1.0,0.0,0
0.29548,1.0427,-0.0022806,-65.5,0.38196,922.25,0.0,0.0,1.0,0
-0.41977,0.92784,-0.047893,-63.0,0.63967,921.25,0.0,1.0,0.0,3
0.084423,0.89339,0.020525,-68.0,0.082835,921.75,1.0,0.0,0.0,3
0.28376,0.99674,-0.093505,-61.5,0.021476,925.25,0.0,1.0,0.0,3
0.096148,1.0427,-0.12771,-60.5,0.67495,924.25,0.0,1.0,0.0,3
0.17823,1.0197,-0.16192,-62.0,1.5002,922.75,0.0,1.0,0.0,3
0.17823,1.0197,-0.16192,-63.5,1.0247,923.75,0.0,1.0,0.0,3
0.17823,1.0197,-0.16192,-60.5,5.2769,920.75,0.0,0.0,1.0,3
0.34238,0.93932,0.020525,-62.5,5.3582,922.25,0.0,0.0,1.0,3
0.34238,0.93932,0.020525,-54.0,1.6153,922.75,1.0,0.0,0.0,3
0.34238,0.93932,0.020525,-53.5,2.1123,923.75,1.0,0.0,0.0,3
0.13132,1.0082,-0.11631,-48.0,0.19788,921.25,1.0,0.0,0.0,3
-0.0093803,1.1001,-0.082102,-51.5,1.4481,921.25,1.0,0.0,0.0,3
0.36583,0.92784,-0.047893,-51.5,4.3565,922.75,1.0,0.0,0.0,3
0.15478,1.0197,-0.03649,-51.0,4.2859,921.25,1.0,0.0,0.0,3
0.10787,1.0197,-0.10491,-51.0,4.2307,920.75,1.0,0.0,0.0,3
0.34238,0.92784,0.031928,-51.5,5.2662,922.25,1.0,0.0,0.0,3
0.34238,0.92784,0.031928,-52.0,1.7288,922.25,1.0,0.0,0.0,3
-0.0093803,0.98526,-0.13912,-60.0,4.9394,924.25,1.0,0.0,0.0,1
0.38928,0.90487,-0.03649,-51.0,3.6877,920.25,1.0,0.0,0.0,3
0.38928,0.96229,-0.29876,-54.0,4.3289,920.75,0.0,1.0,0.0,0
0.36583,0.93932,-0.48121,-60.0,5.8567,924.75,0.0,0.0,1.0,0
0.57689,0.65224,-0.69787,-51.0,4.5007,920.25,0.0,1.0,0.0,0
1.1866,0.44555,-0.059296,-59.5,4.8781,924.25,0.0,1.0,0.0,0
1.0459,0.055119,-0.29876,-60.0,5.5239,921.25,0.0,1.0,0.0,2
1.0459,0.055119,-0.29876,-62.5,0.4694,924.75,0.0,1.0,0.0,2
1.0459,0.055119,-0.29876,-60.0,5.731,920.75,0.0,1.0,0.0,2
1.1983,-0.025263,-0.16192,-60.5,2.327,920.25,0.0,0.0,1.0,2
0.75277,0.64076,-0.57243,-59.0,4.5636,925.75,0.0,1.0,0.0,0
0.75277,0.64076,-0.57243,-59.5,5.6711,923.25,0.0,0.0,1.0,0
0.75277,0.64076,-0.57243,-59.0,5.7616,922.75,0.0,1.0,0.0,0
0.025796,0.92784,-0.38998,-59.0,0.12425,920.75,0.0,1.0,0.0,0
0.025796,0.92784,-0.38998,-67.5,0.80381,921.25,1.0,0.0,0.0,0
0.025796,0.85894,0.21438,-70.0,1.3698,923.25,1.0,0.0,0.0,3
0.98728,0.45703,-0.40139,-61.5,5.8782,920.25,0.0,0.0,1.0,0
0.98728,0.45703,-0.40139,-59.5,0.35282,923.25,0.0,1.0,0.0,0
1.1514,-0.025263,-0.25315,-68.5,5.734,924.25,0.0,0.0,1.0,2
1.1514,-0.025263,-0.25315,-67.0,0.64274,922.25,0.0,0.0,1.0,2
1.1514,-0.025263,-0.25315,-67.5,0.21322,922.75,0.0,0.0,1.0,2
1.1514,-0.025263,-0.25315,-68.0,5.7478,923.75,0.0,0.0,1.0,2
0.99901,0.02067,-0.21894,-66.5,0.76085,921.75,0.0,0.0,1.0,2
1.1749,-0.071196,-0.12771,-66.5,3.9055,921.75,0.0,0.0,1.0,2
1.1749,-0.071196,-0.12771,-60.5,6.0592,923.75,0.0,1.0,0.0,2
1.0225,0.0091865,-0.20754,-67.5,6.0009,923.25,0.0,0.0,1.0,2
1.0225,0.0091865,-0.20754,-69.0,5.438,924.25,0.0,0.0,1.0,2
1.0342,0.0091865,-0.19613,-68.5,6.1068,923.75,0.0,0.0,1.0,2
1.0342,0.0091865,-0.19613,-66.5,0.67342,922.25,0.0,0.0,1.0,2
1.0342,0.0091865,-0.19613,-59.5,0.33748,922.75,0.0,1.0,0.0,2
0.97555,0.032153,-0.20754,-66.0,1.3837,921.25,0.0,0.0,1.0,2
0.97555,0.032153,-0.20754,-60.0,6.1804,923.25,0.0,1.0,0.0,2
0.97555,0.032153,-0.20754,-69.5,5.26,924.75,0.0,0.0,1.0,2
0.97555,0.032153,-0.20754,-67.5,1.1275,921.25,0.0,0.0,1.0,2
0.97555,0.032153,-0.20754,-68.5,0.13499,922.75,0.0,0.0,1.0,2
1.1163,-0.059712,-0.15052,-59.5,0.71484,921.75,0.0,1.0,0.0,2
1.1163,-0.059712,-0.15052,-68.0,1.7012,920.75,0.0,0.0,1.0,2
1.1163,-0.059712,-0.15052,-68.0,0.96181,921.75,0.0,0.0,1.0,2
1.1163,-0.059712,-0.15052,-68.0,5.1082,920.25,0.0,0.0,1.0,2
1.1163,-0.059712,-0.13912,-68.5,4.4271,921.25,0.0,0.0,1.0,2
1.1163,-0.059712,-0.13912,-68.5,0.29913,922.75,0.0,0.0,1.0,2
1.1163,-0.059712,-0.13912,-60.0,0.41878,922.25,0.0,1.0,0.0,2
1.128,-0.048229,-0.12771,-59.0,0.92346,921.25,0.0,1.0,0.0,2
1.128,-0.048229,-0.12771,-68.5,0.95874,921.75,0.0,0.0,1.0,2
1.128,-0.048229,-0.12771,-59.0,0.92806,921.25,0.0,1.0,0.0,2
1.128,-0.048229,-0.12771,-68.5,0.89431,921.75,0.0,0.0,1.0,2
1.1866,-0.082679,-0.10491,-59.5,0.65041,921.75,0.0,1.0,0.0,2
1.1866,-0.082679,-0.10491,-68.0,1.9083,920.25,0.0,0.0,1.0,2
1.1045,-0.036746,-0.16192,-68.5,1.2809,921.25,0.0,0.0,1.0,2
1.1045,-0.036746,-0.16192,-68.0,4.7538,920.75,0.0,0.0,1.0,2
1.128,-0.036746,-0.13912,-59.0,0.96027,921.25,0.0,1.0,0.0,2
1.128,-0.036746,-0.13912,-59.5,0.69643,921.75,0.0,1.0,0.0,2
1.128,-0.036746,-0.13912,-68.0,1.5999,920.75,0.0,0.0,1.0,2
1.128,-0.036746,-0.13912,-68.5,1.2195,921.25,0.0,0.0,1.0,2
1.3508,-0.14009,-0.059296,-68.5,1.3729,921.25,0.0,0.0,1.0,2
1.3508,-0.14009,-0.059296,-69.5,1.919,920.25,0.0,0.0,1.0,2
1.1163,-0.059712,-0.15052,-69.0,1.9788,920.25,0.0,0.0,1.0,2
1.1163,-0.059712,-0.15052,-60.5,0.15033,922.75,0.0,1.0,0.0,2
1.1163,-0.059712,-0.15052,-70.5,1.3008,921.25,0.0,0.0,1.0,2
1.1163,-0.059712,-0.15052,-59.0,4.0543,921.25,0.0,1.0,0.0,2
1.1163,-0.059712,-0.15052,-59.5,0.63967,921.75,0.0,1.0,0.0,2
1.1163,-0.059712,-0.15052,-69.0,1.9282,920.25,0.0,0.0,1.0,2
1.1983,-0.094162,-0.10491,-69.0,1.6199,920.75,0.0,0.0,1.0,2
1.1983,-0.094162,-0.10491,-59.0,0.87744,921.25,0.0,1.0,0.0,2
1.1983,-0.094162,-0.10491,-70.0,1.0232,921.75,0.0,0.0,1.0,2
1.1983,-0.094162,-0.10491,-69.0,1.9436,920.25,0.0,0.0,1.0,2
1.1983,-0.094162,-0.10491,-60.0,0.60592,921.75,0.0,1.0,0.0,2
1.0928,-0.025263,-0.16192,-60.0,1.5892,921.25,0.0,1.0,0.0,2
1.0928,-0.025263,-0.16192,-68.5,5.7402,924.75,0.0,0.0,1.0,2
1.0928,-0.025263,-0.16192,-68.5,1.5693,921.25,0.0,0.0,1.0,2
1.1983,-0.082679,-0.093505,-59.5,0.5461,921.75,0.0,1.0,0.0,2
1.1983,-0.082679,-0.093505,-69.5,1.8423,920.75,0.0,0.0,1.0,2
1.1983,-0.082679,-0.093505,-70.0,0.81148,922.25,0.0,0.0,1.0,2
1.1983,-0.082679,-0.093505,-69.0,1.8316,920.75,0.0,0.0,1.0,2
1.1397,-0.059712,-0.12771,-69.0,5.2692,920.25,0.0,0.0,1.0,2
1.1397,-0.059712,-0.12771,-60.0,0.81454,921.75,0.0,1.0,0.0,2
1.1397,-0.059712,-0.12771,-69.5,2.1353,920.25,0.0,0.0,1.0,2
1.1397,-0.059712,-0.12771,-69.5,1.8715,920.75,0.0,0.0,1.0,2
1.2101,-0.082679,-0.093505,-68.5,1.8024,920.75,0.0,0.0,1.0,2
1.2101,-0.082679,-0.093505,-69.0,1.5079,921.25,0.0,0.0,1.0,2
1.2101,-0.082679,-0.093505,-69.0,1.9558,920.25,0.0,0.0,1.0,2
1.2101,-0.082679,-0.093505,-59.0,0.77159,921.25,0.0,1.0,0.0,2
1.2101,-0.082679,-0.093505,-60.0,0.4694,921.75,0.0,1.0,0.0,2
1.2101,-0.082679,-0.093505,-69.0,1.3361,921.25,0.0,0.0,1.0,2
1.2101,-0.082679,-0.093505,-68.5,1.6122,920.75,0.0,0.0,1.0,2
1.1163,-0.048229,-0.13912,-59.0,4.1141,920.75,0.0,1.0,0.0,2
1.1163,-0.048229,-0.13912,-59.5,0.7179,921.25,0.0,1.0,0.0,2
1.1163,-0.048229,-0.13912,-67.5,1.6383,920.75,0.0,0.0,1.0,2
1.1163,-0.048229,-0.13912,-69.0,1.3376,921.25,0.0,0.0,1.0,2
1.1163,-0.048229,-0.13912,-68.5,1.6782,920.75,0.0,0.0,1.0,2
1.1163,-0.048229,-0.13912,-68.5,1.3944,921.25,0.0,0.0,1.0,2
1.3625,-0.14009,-0.047893,-69.0,1.3468,921.25,0.0,0.0,1.0,2
1.3625,-0.14009,-0.047893,-69.0,1.6889,920.75,0.0,0.0,1.0,2
1.3625,-0.14009,-0.047893,-69.5,1.287,921.25,0.0,0.0,1.0,2
1.3625,-0.14009,-0.047893,-68.5,1.6644,920.75,0.0,0.0,1.0,2
1.1397,-0.048229,-0.11631,-69.0,1.3729,921.25,0.0,0.0,1.0,2
1.1397,-0.048229,-0.11631,-68.5,1.6659,920.75,0.0,0.0,1.0,2
1.0811,-0.025263,-0.15052,-59.5,0.74245,921.25,0.0,1.0,0.0,2
1.0811,-0.025263,-0.15052,-70.0,0.28685,922.75,0.0,0.0,1.0,2
1.0811,-0.025263,-0.15052,-59.5,0.7225,921.25,0.0,1.0,0.0,2
1.1397,-0.048229,-0.11631,-59.5,0.70563,921.25,0.0,1.0,0.0,2
1.1397,-0.048229,-0.11631,-68.5,2.0049,920.25,0.0,0.0,1.0,2
1.1514,-0.059712,-0.11631,-68.5,1.2502,921.25,0.0,0.0,1.0,2
1.0811,-0.025263,-0.13912,-68.5,0.78386,921.75,0.0,0.0,1.0,2
1.0811,-0.025263,-0.13912,-58.5,4.4485,920.25,0.0,1.0,0.0,2
1.0811,-0.025263,-0.13912,-60.5,0.25311,922.25,0.0,1.0,0.0,2
1.2218,-0.082679,-0.093505,-69.0,0.42491,922.25,0.0,0.0,1.0,2
1.2218,-0.082679,-0.093505,-60.0,1.1321,920.75,0.0,1.0,0.0,2
1.2218,-0.082679,-0.093505,-59.5,3.9301,922.25,0.0,0.0,1.0,2
0.64724,0.26182,-0.58384,-50.0,1.014,921.75,0.0,1.0,0.0,2
0.68242,0.46851,-0.74348,-60.0,4.7661,925.75,0.0,0.0,1.0,0
-0.38459,0.91636,-0.13912,-59.0,5.4656,922.75,0.0,0.0,1.0,3
-0.45495,0.95081,0.031928,-60.5,0.66421,921.75,1.0,0.0,0.0,1
-0.45495,0.95081,0.031928,-59.0,1.3208,920.75,1.0,0.0,0.0,1
