X_Temperature,X_Humidity,X_Light,X_CO2,X_HumidityRatio,Y
21.9175,27.1,0.0,556.5,0.0044084694,0
21.945,27.1,0.0,557.5,0.004415927,0
21.926666,27.1,0.0,555.0,0.004410954,0
21.89,27.1,0.0,555.0,0.004401023,0
21.89,27.1,0.0,553.0,0.004401023,0
21.89,27.1,0.0,549.5,0.004401023,0
21.89,27.1,0.0,548.5,0.004401023,0
21.89,27.1,0.0,551.5,0.004401023,0
21.89,27.1,0.0,548.5,0.004401023,0
21.89,27.1,0.0,548.0,0.004401023,0
21.89,27.1,0.0,547.5,0.004401023,0
21.89,27.1,0.0,553.0,0.004401023,0
21.84,27.1,0.0,547.5,0.0043875123,0
21.856667,27.1,0.0,548.6667,0.004392012,0
21.79,27.1,0.0,540.0,0.0043740384,0
21.79,27.1,0.0,538.0,0.0043740384,0
21.79,27.1,0.0,542.0,0.0043740384,0
21.79,27.1,0.0,542.0,0.0043740384,0
21.79,27.1,0.0,538.0,0.0043740384,0
21.79,27.1,0.0,537.6667,0.0043740384,0
21.79,27.1,0.0,537.5,0.0043740384,0
21.79,27.1,0.0,536.0,0.0043740384,0
21.745,27.1,0.0,534.5,0.004361943,0
21.7,27.1,0.0,532.5,0.004349877,0
21.76,27.1,0.0,530.0,0.0043659713,0
21.745,27.05,0.0,529.5,0.004353839,0
21.79,27.05,0.0,531.0,0.0043659117,0
21.73,27.0,0.0,533.3333,0.004341725,0
21.745,27.0,0.0,531.0,0.0043457346,0
21.745,27.0,0.0,529.0,0.0043457346,0
21.745,27.0,0.0,528.5,0.0043457346,0
21.7,27.0,0.0,525.0,0.004333714,0
21.7,27.0,0.0,528.5,0.004333714,0
21.7,27.0,0.0,530.5,0.004333714,0
21.7,26.89,0.0,528.0,0.0043159355,0
21.7,26.89,0.0,526.0,0.0043159355,0
21.7,26.89,0.0,530.0,0.0043159355,0
21.7,26.89,0.0,533.3333,0.0043159355,0
21.7,26.89,0.0,529.0,0.0043159355,0
21.7,26.89,0.0,528.0,0.0043159355,0
21.7,26.89,0.0,526.0,0.0043159355,0
21.7,26.89,0.0,526.0,0.0043159355,0
21.7,26.79,0.0,521.0,0.0042997743,0
21.7,26.79,0.0,518.0,0.0042997743,0
21.7,26.79,0.0,515.5,0.0042997743,0
21.7,26.79,0.0,520.0,0.0042997743,0
21.7,26.7675,0.0,523.5,0.0042961384,0
21.7,26.79,0.0,525.5,0.0042997743,0
21.7,26.79,0.0,525.5,0.0042997743,0
21.7,26.79,0.0,514.0,0.0042997743,0
21.7,26.7,0.0,518.0,0.00428523,0
21.7,26.7,0.0,518.0,0.00428523,0
21.7,26.7,0.0,520.0,0.00428523,0
21.6,26.7,0.0,521.0,0.004258922,0
21.6,26.6,0.0,518.0,0.004242862,0
21.6,26.65,0.0,517.0,0.004250892,0
21.6,26.6,0.0,511.5,0.004242862,0
21.65,26.65,0.0,514.0,0.004264003,0
21.6,26.55,0.0,515.5,0.0042348322,0
21.6,26.5,0.0,517.0,0.004226803,0
21.6,26.5,0.0,515.0,0.004226803,0
21.6,26.5,0.0,512.0,0.004226803,0
21.6,26.5,0.0,515.0,0.004226803,0
21.65,26.55,0.0,511.0,0.0042478936,0
21.6,26.5,0.0,514.0,0.004226803,0
21.6,26.445,0.0,508.0,0.004217971,0
21.6,26.4725,0.0,509.75,0.004222387,0
21.6,26.445,0.0,508.75,0.004217971,0
21.6,26.445,0.0,508.5,0.004217971,0
21.6,26.39,0.0,507.0,0.004209139,0
21.6,26.39,0.0,507.0,0.004209139,0
21.6,26.39,0.0,503.5,0.004209139,0
21.6,26.39,0.0,504.0,0.004209139,0
21.6,26.39,0.0,504.0,0.004209139,0
21.575,26.315,0.0,500.5,0.0041906373,0
21.6,26.29,0.0,500.0,0.004193082,0
21.6,26.29,0.0,503.5,0.004193082,0
21.55,26.245,0.0,503.0,0.004172982,0
21.55,26.245,0.0,502.5,0.004172982,0
21.5,26.2,0.0,502.0,0.004152962,0
21.566668,26.2,0.0,502.0,0.004170059,0
21.5,26.2,0.0,502.5,0.004152962,0
21.5,26.2,0.0,497.0,0.004152962,0
21.5,26.15,0.0,501.5,0.004144984,0
21.5,26.15,0.0,504.0,0.004144984,0
21.5,26.1,0.0,501.0,0.0041370057,0
21.5,26.1,0.0,493.75,0.0041370057,0
21.5,26.1,0.0,500.0,0.0041370057,0
21.5,26.1,0.0,504.5,0.0041370057,0
21.5,26.05,0.0,504.0,0.0041290275,0
21.5,26.1,0.0,501.0,0.0041370057,0
21.5,26.0,0.0,499.0,0.00412105,0
21.5,26.0,0.0,502.0,0.00412105,0
21.5,26.0,0.0,503.5,0.00412105,0
21.5,26.0,0.0,500.66666,0.00412105,0
21.5,26.0,0.0,493.0,0.00412105,0
21.5,26.0,0.0,492.5,0.00412105,0
21.5,26.0,0.0,493.0,0.00412105,0
21.5,25.89,0.0,495.5,0.0041035,0
21.5,26.0,0.0,492.66666,0.00412105,0
21.5,26.0,0.0,490.0,0.00412105,0
21.5,25.926666,0.0,493.0,0.0041093496,0
21.5,25.89,0.0,494.66666,0.0041035,0
21.5,25.89,0.0,496.0,0.0041035,0
21.5,25.89,0.0,491.0,0.0041035,0
21.5,25.84,0.0,490.5,0.0040955227,0
21.5,25.84,0.0,490.0,0.0040955227,0
21.5,25.89,0.0,491.0,0.0041035,0
21.5,25.89,0.0,491.66666,0.0041035,0
21.5,25.89,0.0,493.5,0.0041035,0
21.4725,25.865,0.0,493.75,0.0040925676,0
21.5,25.84,0.0,490.0,0.0040955227,0
21.5,25.79,0.0,488.0,0.004087546,0
21.5,25.79,0.0,490.0,0.004087546,0
21.5,25.79,0.0,487.0,0.004087546,0
21.445,25.745,0.0,492.5,0.0040665558,0
21.445,25.745,0.0,493.5,0.0040665558,0
21.463333,25.76,0.0,493.33334,0.004073542,0
21.445,25.745,0.0,488.0,0.0040665558,0
21.5,25.79,0.0,487.5,0.004087546,0
21.426666,25.73,0.0,485.33334,0.0040595788,0
21.39,25.7,0.0,484.0,0.0040456555,0
21.39,25.7,0.0,489.0,0.0040456555,0
21.445,25.745,0.0,488.0,0.0040665558,0
21.5,25.79,0.0,493.0,0.004087546,0
21.39,25.7,0.0,491.0,0.0040456555,0
21.445,25.745,0.0,488.0,0.0040665558,0
21.445,25.745,0.0,487.25,0.0040665558,0
21.39,25.7,0.0,489.0,0.0040456555,0
21.5,25.79,0.0,489.0,0.004087546,0
21.39,25.7,0.0,486.0,0.0040456555,0
21.426666,25.73,0.0,484.66666,0.0040595788,0
21.39,25.7,0.0,485.0,0.0040456555,0
21.39,25.7,0.0,487.0,0.0040456555,0
21.39,25.7,0.0,492.0,0.0040456555,0
21.39,25.7,0.0,490.66666,0.0040456555,0
21.39,25.7,0.0,488.0,0.0040456555,0
21.39,25.7,0.0,485.5,0.0040456555,0
21.39,25.7,0.0,486.0,0.0040456555,0
21.39,25.7,0.0,485.5,0.0040456555,0
21.39,25.7,0.0,486.0,0.0040456555,0
21.39,25.7,0.0,480.0,0.0040456555,0
21.39,25.7,0.0,481.0,0.0040456555,0
21.39,25.7,0.0,481.66666,0.0040456555,0
21.39,25.7,0.0,485.5,0.0040456555,0
21.39,25.7,0.0,485.0,0.0040456555,0
21.39,25.7,0.0,473.0,0.0040456555,0
21.39,25.7,0.0,475.0,0.0040456555,0
21.39,25.7,0.0,486.0,0.0040456555,0
21.39,25.7,0.0,481.5,0.0040456555,0
21.39,25.7,0.0,483.0,0.0040456555,0
21.39,25.7,0.0,479.0,0.0040456555,0
21.39,25.7,0.0,479.0,0.0040456555,0
21.39,25.7,0.0,479.0,0.0040456555,0
21.34,25.7,0.0,479.0,0.0040331953,0
21.39,25.7,0.0,479.0,0.0040456555,0
21.39,25.7,0.0,477.0,0.0040456555,0
21.39,25.7,0.0,477.5,0.0040456555,0
21.29,25.7,0.0,477.5,0.0040207687,0
21.34,25.7,0.0,480.0,0.0040331953,0
21.29,25.7,0.0,480.0,0.0040207687,0
21.34,25.7,0.0,482.0,0.0040331953,0
21.323334,25.7,0.0,480.33334,0.0040290495,0
21.34,25.7,0.0,477.5,0.0040331953,0
21.29,25.7,0.0,476.0,0.0040207687,0
21.39,25.7,0.0,479.0,0.0040456555,0
21.39,25.7,0.0,471.0,0.0040456555,0
21.29,25.7,0.0,474.0,0.0040207687,0
21.29,25.7,0.0,477.5,0.0040207687,0
21.34,25.7,0.0,476.0,0.0040331953,0
21.29,25.7,0.0,474.25,0.0040207687,0
21.39,25.7,0.0,475.0,0.0040456555,0
21.29,25.7,0.0,476.5,0.0040207687,0
21.34,25.7,0.0,474.5,0.0040331953,0
21.29,25.7,0.0,478.0,0.0040207687,0
21.29,25.7,0.0,475.33334,0.0040207687,0
21.29,25.7,0.0,477.0,0.0040207687,0
21.29,25.7,0.0,475.5,0.0040207687,0
21.29,25.7,0.0,477.5,0.0040207687,0
21.29,25.7,0.0,477.5,0.0040207687,0
21.29,25.7,0.0,478.0,0.0040207687,0
21.29,25.7,0.0,473.5,0.0040207687,0
21.29,25.7,0.0,472.5,0.0040207687,0
21.29,25.7,0.0,472.0,0.0040207687,0
21.29,25.7,0.0,469.5,0.0040207687,0
21.29,25.7,0.0,466.66666,0.0040207687,0
21.29,25.7,0.0,467.0,0.0040207687,0
21.29,25.7,0.0,469.5,0.0040207687,0
21.2,25.6,0.0,469.0,0.003982828,0
21.29,25.7,0.0,471.0,0.0040207687,0
21.29,25.7,0.0,469.0,0.0040207687,0
21.26,25.666666,0.0,467.33334,0.00400809,0
21.245,25.65,0.0,471.5,0.0040017627,0
21.23,25.633333,0.0,471.66666,0.003995443,0
21.29,25.7,0.0,475.0,0.0040207687,0
21.2,25.6,0.0,471.0,0.003982828,0
21.2,25.6,0.0,471.0,0.003982828,0
21.245,25.65,0.0,471.0,0.0040017627,0
21.245,25.65,0.0,474.5,0.0040017627,0
21.2,25.6,0.0,475.5,0.003982828,0
21.2,25.6,0.0,474.0,0.003982828,0
21.2,25.6,0.0,469.0,0.003982828,0
21.2,25.6,0.0,474.0,0.003982828,0
21.2,25.6,0.0,474.0,0.003982828,0
21.2,25.6,0.0,468.5,0.003982828,0
21.2,25.6,0.0,469.5,0.003982828,0
21.2,25.6,0.0,472.5,0.003982828,0
21.2,25.6,0.0,467.5,0.003982828,0
21.2,25.6,0.0,469.0,0.003982828,0
21.2,25.55,0.0,466.5,0.0039749993,0
21.2,25.5,0.0,469.5,0.003967171,0
21.2,25.5,0.0,469.0,0.003967171,0
21.2,25.5,0.0,467.0,0.003967171,0
21.2,25.5,0.0,467.33334,0.003967171,0
21.2,25.5,0.0,467.0,0.003967171,0
21.2,25.5,0.0,464.5,0.003967171,0
21.2,25.445,0.0,466.0,0.00395856,0
21.2,25.5,0.0,473.0,0.003967171,0
21.2,25.39,0.0,475.0,0.003949949,0
21.2,25.39,0.0,471.0,0.003949949,0
21.2,25.39,0.0,470.0,0.003949949,0
21.2,25.39,0.0,466.25,0.003949949,0
21.2,25.39,0.0,467.0,0.003949949,0
21.2,25.39,0.0,473.0,0.003949949,0
21.2,25.39,0.0,468.0,0.003949949,0
21.2,25.39,0.0,463.0,0.003949949,0
21.2,25.39,0.0,466.0,0.003949949,0
21.2,25.39,0.0,467.0,0.003949949,0
21.2,25.29,0.0,468.0,0.0039342935,0
21.2,25.39,0.0,468.0,0.003949949,0
21.2,25.29,0.0,468.0,0.0039342935,0
21.2,25.34,0.0,465.5,0.0039421213,0
21.2,25.39,0.0,464.0,0.003949949,0
21.2,25.34,0.0,464.5,0.0039421213,0
21.2,25.29,0.0,465.66666,0.0039342935,0
21.2,25.365,0.0,465.75,0.003946035,0
21.2,25.39,0.0,464.0,0.003949949,0
21.2,25.39,0.0,467.0,0.003949949,0
21.15,25.39,0.0,466.5,0.0039377674,0
21.2,25.39,0.0,465.0,0.003949949,0
21.2,25.39,0.0,462.0,0.003949949,0
21.2,25.39,0.0,459.66666,0.003949949,0
21.2,25.29,0.0,458.0,0.0039342935,0
21.2,25.34,0.0,462.5,0.0039421213,0
21.2,25.29,0.0,467.0,0.0039342935,0
21.2,25.29,0.0,466.5,0.0039342935,0
21.2,25.29,0.0,463.0,0.0039342935,0
21.2,25.29,0.0,465.0,0.0039342935,0
21.2,25.29,0.0,463.25,0.0039342935,0
21.2,25.29,0.0,460.0,0.0039342935,0
21.2,25.29,0.0,457.0,0.0039342935,0
21.2,25.29,0.0,456.0,0.0039342935,0
21.245,25.245,0.0,454.0,0.003938177,0
21.23,25.23,0.0,454.0,0.0039321785,0
21.29,25.29,0.0,458.0,0.0039562164,0
21.2,25.2,0.0,456.0,0.003920204,0
21.245,25.245,0.0,456.5,0.003938177,0
21.245,25.245,0.0,458.5,0.003938177,0
21.26,25.26,0.0,459.66666,0.003944183,0
21.245,25.245,0.0,464.0,0.003938177,0
21.245,25.2,0.0,465.0,0.0039311126,0
21.29,25.2,0.0,461.0,0.0039420477,0
21.245,25.2,0.0,458.5,0.0039311126,0
21.29,25.2,0.0,459.0,0.0039420477,0
21.29,25.2,0.0,451.0,0.0039420477,0
21.29,25.2,0.0,456.0,0.0039420477,0
21.29,25.2,0.0,463.0,0.0039420477,0
21.29,25.2,0.0,461.66666,0.0039420477,0
21.29,25.2,0.0,458.0,0.0039420477,0
21.29,25.2,0.0,450.0,0.0039420477,0
21.29,25.2,0.0,457.0,0.0039420477,0
21.29,25.2,0.0,456.0,0.0039420477,0
21.29,25.2,0.0,456.0,0.0039420477,0
21.29,25.2,0.0,461.0,0.0039420477,0
21.29,25.2,0.0,463.0,0.0039420477,0
21.29,25.2,0.0,460.0,0.0039420477,0
21.29,25.2,0.0,456.0,0.0039420477,0
21.29,25.2,0.0,454.5,0.0039420477,0
21.29,25.2,0.0,448.5,0.0039420477,0
21.29,25.2,0.0,453.5,0.0039420477,0
21.29,25.2,0.0,454.0,0.0039420477,0
21.29,25.2,0.0,454.0,0.0039420477,0
21.29,25.245,0.0,450.5,0.003949132,0
21.29,25.245,0.0,453.0,0.003949132,0
21.2,25.2,0.0,457.0,0.003920204,0
21.2,25.2,0.0,452.5,0.003920204,0
21.2,25.2,0.0,449.0,0.003920204,0
21.2,25.2,0.0,458.66666,0.003920204,0
21.2,25.2,0.0,454.5,0.003920204,0
21.2,25.245,0.0,455.5,0.0039272485,0
21.2,25.245,0.0,453.5,0.0039272485,0
21.2,25.29,0.0,452.0,0.0039342935,0
21.2,25.29,0.0,451.5,0.0039342935,0
21.2,25.29,0.0,451.0,0.0039342935,0
21.166666,25.356667,0.0,450.33334,0.0039366167,0
21.166666,25.39,0.0,450.0,0.003941824,0
21.15,25.39,0.0,453.5,0.0039377674,0
21.1,25.39,0.0,454.0,0.003925619,0
21.15,25.39,0.0,452.5,0.0039377674,0
21.1,25.39,0.0,454.0,0.003925619,0
21.1,25.39,0.0,457.0,0.003925619,0
21.1,25.463333,0.0,450.33334,0.0039370293,0
21.1,25.5,0.0,451.0,0.003942734,0
21.1,25.5,0.0,451.0,0.003942734,0
21.05,25.445,0.0,449.0,0.0039220345,0
21.1,25.5,0.0,449.0,0.003942734,0
21.05,25.445,0.0,450.0,0.0039220345,0
21.05,25.445,0.0,449.0,0.0039220345,0
21.1,25.5,0.0,445.0,0.003942734,0
21.0,25.39,0.0,443.0,0.0039014213,0
21.1,25.5,0.0,446.5,0.003942734,0
21.1,25.5,0.0,446.0,0.003942734,0
21.1,25.5,0.0,451.5,0.003942734,0
21.1,25.39,0.0,445.0,0.003925619,0
21.1,25.39,0.0,449.0,0.003925619,0
21.1,25.39,0.0,451.66666,0.003925619,0
21.1,25.39,0.0,452.0,0.003925619,0
21.1,25.39,0.0,451.0,0.003925619,0
21.05,25.34,0.0,450.0,0.0039057485,0
21.1,25.39,0.0,450.0,0.003925619,0
21.1,25.39,0.0,448.0,0.003925619,0
21.1,25.39,0.0,450.66666,0.003925619,0
21.1,25.39,0.0,450.0,0.003925619,0
21.15,25.39,0.0,446.0,0.0039377674,0
21.1,25.39,0.0,444.0,0.003925619,0
21.125,25.39,0.0,447.5,0.003931689,0
21.133333,25.39,0.0,443.33334,0.0039337142,0
21.1,25.34,0.0,443.5,0.00391784,0
21.1,25.34,0.0,444.0,0.00391784,0
21.15,25.34,0.0,449.0,0.003929964,0
21.2,25.29,0.0,449.33334,0.0039342935,0
21.15,25.29,0.0,448.0,0.0039221607,0
21.15,25.245,0.0,449.5,0.0039151376,0
21.2,25.245,0.0,450.0,0.0039272485,0
21.2,25.2,0.0,447.0,0.003920204,0
21.2,25.2,0.0,446.0,0.003920204,0
21.133333,25.2,0.0,443.0,0.0039040926,0
21.166666,25.2,0.0,444.0,0.003912141,0
21.2,25.2,0.0,444.5,0.003920204,0
21.2,25.2,0.0,445.0,0.003920204,0
21.2,25.2,0.0,451.0,0.003920204,0
21.2,25.2,0.0,450.0,0.003920204,0
21.2,25.2,0.0,444.0,0.003920204,0
21.2,25.2,0.0,443.0,0.003920204,0
21.2,25.1,0.0,438.5,0.00390455,0
21.2,25.1,0.0,441.0,0.00390455,0
21.2,25.1,0.0,444.0,0.00390455,0
21.2,25.15,0.0,441.5,0.003912377,0
21.2,25.1,0.0,441.0,0.00390455,0
21.2,25.1,0.0,439.5,0.00390455,0
21.2,25.1,0.0,441.0,0.00390455,0
21.2,25.1,0.0,442.0,0.00390455,0
21.2,25.1,0.0,441.0,0.00390455,0
21.2,25.1,0.0,436.0,0.00390455,0
21.2,25.1,0.0,442.5,0.00390455,0
21.2,25.1,0.0,446.0,0.00390455,0
21.2,25.1,0.0,443.0,0.00390455,0
21.2,25.1,0.0,437.5,0.00390455,0
21.2,25.1,0.0,440.5,0.00390455,0
21.2,25.05,0.0,439.5,0.0038967235,0
21.2,25.0,0.0,443.0,0.003888897,0
21.2,25.0,0.0,443.0,0.003888897,0
21.2,25.0,0.0,438.5,0.003888897,0
21.2,25.0,0.0,438.0,0.003888897,0
21.2,25.0,0.0,442.33334,0.003888897,0
21.2,25.0,0.0,448.0,0.003888897,0
21.2,25.1,0.0,447.5,0.00390455,0
21.125,25.1,0.0,445.75,0.0038865015,0
21.1,25.0,0.0,439.0,0.0038649454,0
21.1,25.1,0.0,440.0,0.0038805017,0
21.1,25.1,0.0,441.5,0.0038805017,0
21.1,25.066668,0.0,439.0,0.0038753161,0
21.1,25.0,0.0,439.0,0.0038649454,0
21.1,25.1,0.0,437.5,0.0038805017,0
21.05,25.05,0.0,437.5,0.0038607724,0
21.1,25.1,0.0,439.33334,0.0038805017,0
21.1,25.1,0.0,443.0,0.0038805017,0
21.0,25.0,0.0,440.5,0.003841124,0
21.0,25.0,0.0,442.33334,0.003841124,0
21.0,25.0,0.0,440.66666,0.003841124,0
21.0,25.0,0.0,440.0,0.003841124,0
21.0,25.0,0.0,439.0,0.003841124,0
21.0,25.0,0.0,442.0,0.003841124,0
21.0,25.0,0.0,443.5,0.003841124,0
21.0,25.0,0.0,445.0,0.003841124,0
21.0,25.0,0.0,445.0,0.003841124,0
21.0,25.05,0.0,442.5,0.0038488538,0
21.0,25.1,0.0,440.0,0.0038565837,0
21.0,25.0,0.0,439.5,0.003841124,0
21.0,25.0,0.0,438.5,0.003841124,0
21.0,25.0,0.0,435.0,0.003841124,0
21.0,25.0,0.0,439.5,0.003841124,0
21.0,25.0,0.0,440.5,0.003841124,0
21.0,25.0,0.0,439.5,0.003841124,0
21.0,25.0,0.0,441.0,0.003841124,0
21.0,25.0,0.0,442.0,0.003841124,0
21.0,25.0,0.0,445.0,0.003841124,0
21.0,25.0,0.0,444.0,0.003841124,0
21.0,25.0,0.0,445.0,0.003841124,0
21.0,24.89,0.0,444.0,0.0038241192,0
21.0,24.89,0.0,443.0,0.0038241192,0
21.0,24.89,0.0,448.0,0.0038241192,0
21.05,24.945,0.0,443.0,0.0038444893,0
21.05,24.945,0.0,440.0,0.0038444893,0
21.0,24.89,0.0,440.0,0.0038241192,0
21.033333,24.926666,0.0,441.0,0.0038376898,0
21.05,24.945,0.0,440.5,0.0038444893,0
21.05,24.945,0.0,444.5,0.0038444893,0
21.1,25.0,0.0,446.0,0.0038649454,0
21.05,24.945,0.0,442.5,0.0038444893,0
21.0,24.89,0.0,439.0,0.0038241192,0
21.1,24.89,0.0,441.0,0.0038478344,0
21.1,24.89,0.0,438.33334,0.0038478344,0
21.033333,24.89,0.0,439.5,0.0038320099,0
21.075,24.9725,0.0,440.75,0.0038547067,0
21.033333,24.926666,0.0,437.0,0.0038376898,0
21.1,24.945,0.0,440.5,0.0038563898,0
21.1,24.9175,0.0,442.25,0.003852112,0
21.1,24.89,0.0,435.0,0.0038478344,0
21.1,24.89,0.0,435.5,0.0038478344,0
21.1,24.89,0.0,432.0,0.0038478344,0
21.1,24.89,0.0,439.5,0.0038478344,0
21.05,24.84,0.0,442.5,0.0038282075,0
21.1,24.89,0.0,438.5,0.0038478344,0
21.05,24.84,0.0,435.5,0.0038282075,0
21.066668,24.856667,0.0,437.33334,0.0038347407,0
21.1,24.89,0.0,437.0,0.0038478344,0
21.033333,24.823334,0.0,438.0,0.0038216829,0
21.025,24.84,0.0,435.0,0.0038222948,0
21.0,24.79,0.0,440.0,0.003808661,0
21.0,24.823334,0.0,441.33334,0.0038138137,0
21.0,24.856667,0.0,435.0,0.0038189664,0
21.0,24.89,0.0,432.0,0.0038241192,0
21.0,24.89,0.0,435.5,0.0038241192,0
21.0,24.89,0.0,444.0,0.0038241192,0
21.0,24.84,0.0,444.5,0.00381639,0
21.0,24.89,0.0,446.0,0.0038241192,0
21.0,24.89,0.0,445.0,0.0038241192,0
21.0,24.89,0.0,438.33334,0.0038241192,0
21.0,24.89,0.0,445.5,0.0038241192,0
21.0,24.89,0.0,439.0,0.0038241192,0
21.0,24.89,0.0,439.0,0.0038241192,0
20.945,24.89,0.0,439.5,0.0038111308,0
20.963333,24.89,0.0,443.33334,0.0038154558,0
20.89,24.89,0.0,443.5,0.0037981812,0
20.926666,24.89,0.0,444.0,0.00380681,0
21.0,24.89,0.0,447.5,0.0038241192,0
20.89,24.89,0.0,445.5,0.0037981812,0
20.89,24.89,0.0,443.0,0.0037981812,0
20.89,24.89,0.0,438.0,0.0037981812,0
